,group1,group2,Diff,Lower,Upper,q-value,p-value
0,01,02,45.297261666667,14.749116506696733,75.84540682663726,6.949237096602504,0.001
1,01,03,38.95664855072522,8.934822498913626,68.9784746025368,6.0812731298064575,0.0012267877286218365
2,01,04,136.1843300384404,105.72438346060918,166.64427661627164,20.95308755258228,0.001
3,01,05,38.75510321285134,10.40211610919788,67.1080903165048,6.405899249025287,0.001
4,01,06,25.238830000000178,-5.309315159970087,55.78697515997044,3.8719915345326608,0.2328319224619243
5,01,07,46.475936666665916,15.927791506695652,77.02408182663618,7.1300624209919885,0.001
6,01,08,212.6379103187474,182.30091567393853,242.97490496355627,32.84869850488416,0.001
7,01,09,95.23783000000014,64.68968484002988,125.7859751599704,14.610822749202661,0.001
8,01,10,72.85486833333329,42.306723173363025,103.40301349330355,11.176961588003726,0.001
9,01,11,53.50158933333307,21.462424394370075,85.54075427229607,7.82592211925577,0.001
10,01,12,51.81316999999996,21.265024840029692,82.36131515997022,7.948869088515594,0.001
11,01,13,74.14494166666663,43.596796506696364,104.69308682663689,11.374876983669571,0.001
12,02,03,84.25391021739222,54.23208416558062,114.2757362692038,13.152338800885241,0.001
13,02,04,181.4815917051074,151.02164512727617,211.94153828293864,27.922446577412796,0.001
14,02,05,84.05236487951834,55.699377775864875,112.4053519831718,13.893163388143428,0.001
15,02,06,70.53609166666718,39.987946506696915,101.08423682663744,10.821228631135165,0.001
16,02,07,1.1786749999989183,-29.369470159971346,31.726820159969183,0.1808253243894849,0.9
17,02,08,257.9351719854144,227.59817734060553,288.2721666302233,39.8463034444489,0.001
18,02,09,140.53509166666714,109.98694650669688,171.0832368266374,21.560059845805167,0.001
19,02,10,118.15213000000028,87.60398484003002,148.70027515997054,18.12619868460623,0.001
20,02,11,98.79885100000007,66.75968606103707,130.83801593896305,14.451759714663917,0.001
21,02,12,97.11043166666695,66.5622865066967,127.65857682663722,14.898106185118099,0.001
22,02,13,119.44220333333362,88.89405817336336,149.99034849330388,18.324114080272075,0.001
23,03,04,97.22768148771519,67.29560484250143,127.15975813292894,15.22310024849321,0.001
24,03,05,0.20154533787388118,-27.58357198184528,27.986662657593044,0.03399464795556859,0.9
25,03,06,13.717818550725042,-16.304007501086552,43.739644602536636,2.141400876501523,0.9
26,03,07,85.43258521739114,55.41075916557954,115.45441126920272,13.336334213040237,0.001
27,03,08,173.68126176802218,143.87431440923046,203.4882091268139,27.30772315451232,0.001
28,03,09,56.281181449274925,26.25935539746333,86.30300750108651,8.785695104536032,0.001
29,03,10,33.89821978260807,3.8763937307964724,63.92004583441966,5.291634182643531,0.011657369849117138
30,03,11,14.544940782607853,-16.992797829358206,46.082679394573915,2.1613815226385933,0.9
31,03,12,12.856521449274737,-17.165304602536857,42.87834750108633,2.006949297254149,0.9
32,03,13,35.188293115941406,5.166467064129812,65.21011916775299,5.493019275800726,0.006807251592662045
33,04,05,97.42922682558907,69.17128899372213,125.68716465745601,16.15841719994302,0.001
34,04,06,110.94550003844023,80.485553460609,141.40544661627146,17.069884436882607,0.001
35,04,07,182.66026670510632,152.2003201272751,213.12021328293756,28.103795492255248,0.001
36,04,08,76.453580280307,46.20539989058967,106.70176067002433,11.845369160160693,0.001
37,04,09,40.94650003844026,10.48655346060903,71.4064466162715,6.299958299424607,0.001
38,04,10,63.32946170510712,32.86951512727589,93.78940828293835,9.743762409305548,0.001
39,04,11,82.68274070510734,50.72765874940279,114.63782266081188,12.126206355880988,0.001
40,04,12,84.37116003844045,53.91121346060922,114.83110661627168,12.981202042109919,0.001
41,04,13,62.03938837177378,31.57944179394255,92.49933494960501,9.54527393787161,0.001
42,05,06,13.51627321285116,-14.836713890802297,41.86926031650462,2.234128598452869,0.9
43,05,07,85.23103987951725,56.87805277586379,113.58402698317072,14.08798865427339,0.001
44,05,08,173.88280710589606,145.75744579151493,202.0081684202772,28.9740068661808,0.001
45,05,09,56.482726787148806,28.129739683495348,84.83571389080227,9.336129363957292,0.001
46,05,10,34.09976512048195,5.74677801682849,62.45275222413541,5.636410218739878,0.004570580826459114
47,05,11,14.746486120481734,-15.206991056156713,44.69996329712018,2.3072323248433313,0.9
48,05,12,13.058066787148618,-15.29492031650484,41.41105389080208,2.1583908515505943,0.9
49,05,13,35.38983845381529,7.036851350161829,63.74282555746875,5.849648711533963,0.0024684781868979933
50,06,07,71.7147666666661,41.16662150669583,102.26291182663635,11.00205395552465,0.001
51,06,08,187.39908031874722,157.06208567393836,217.7360749635561,28.94975726696824,0.001
52,06,09,69.99899999999997,39.450854840029706,100.54714515997023,10.738831214670002,0.001
53,06,10,47.61603833333311,17.067893173362844,78.16418349330337,7.304970053471067,0.001
54,06,11,28.262759333332895,-3.776405605630103,60.30192427229589,4.1341230452032445,0.1501490245395518
55,06,12,26.57433999999978,-3.9738051599704853,57.12248515997004,4.076877553982934,0.1663378052746265
56,06,13,48.90611166666645,18.357966506696183,79.45425682663671,7.502885449136911,0.001
57,07,08,259.1138469854133,228.77685234060445,289.45084163022216,40.028387343092234,0.001
58,07,09,141.71376666666606,111.1656215066958,172.26191182663632,21.74088517019465,0.001
59,07,10,119.3308049999992,88.78265984002894,149.87895015996946,18.307024008995715,0.001
60,07,11,99.97752599999899,67.93836106103599,132.01669093896197,14.624169896657488,0.001
61,07,12,98.28910666666587,67.74096150669561,128.83725182663613,15.078931509507584,0.001
62,07,13,120.62087833333254,90.07273317336228,151.1690234933028,18.50493940466156,0.001
63,08,09,117.40008031874726,87.06308567393839,147.73707496355613,18.13618200563979,0.001
64,08,10,139.78304198541412,109.44604734060525,170.12003663022298,21.593943410144593,0.001
65,08,11,159.13632098541433,127.29841651054942,190.97422546027926,23.42474460409542,0.001
66,08,12,160.82474031874744,130.48774567393858,191.1617349635563,24.844503968919284,0.001
67,08,13,138.49296865208078,108.15597400727191,168.82996329688964,21.39465049049384,0.001
68,09,10,22.38296166666686,-8.165183493303406,52.93110682663712,3.433861161198935,0.4281902622193041
69,09,11,41.73624066666707,9.697075727704075,73.77540560563007,6.104950770207405,0.001142267664967167
70,09,12,43.42466000000019,12.876514840029923,73.97280515997045,6.661953660687068,0.001
71,09,13,21.09288833333352,-9.455256826636745,51.64103349330378,3.2359457655330903,0.5221448037781361
72,10,11,19.353279000000214,-12.685885938962784,51.39244393896321,2.8308926163407917,0.7036475388551464
73,10,12,21.04169833333333,-9.506446826636935,51.58984349330359,3.228092499488133,0.5256607246754372
74,10,13,1.2900733333333392,-29.258071826636925,31.838218493303604,0.19791539566584446,0.9
75,11,12,1.6884193333331154,-30.350745605629882,33.72758427229611,0.24697281654543946,0.9
76,11,13,20.643352333333553,-11.395812605629445,52.68251727229655,3.019597541943914,0.6190912462782661
77,12,13,22.33177166666667,-8.216373493303596,52.87991682663693,3.4260078951539774,0.43213618118982566
